CODGEO;LIBGEO;SNHM14;SNHMC14;SNHMP14;SNHME14;SNHMO14;SNHMF14;SNHMFC14;SNHMFP14;SNHMFE14;SNHMFO14;SNHMH14;SNHMHC14;SNHMHP14;SNHMHE14;SNHMHO14;SNHM1814;SNHM2614;SNHM5014;SNHMF1814;SNHMF2614;SNHMF5014;SNHMH1814;SNHMH2614;SNHMH5014;NOM_DEPT;Geo Shape;geo_point_2d
78242;Fontenay-le-Fleury;17.246009543;25.8663077997;15.6440763823;11.7502309678;12.1230566555;15.3940743215;23.3212842297;14.860343457;11.6515429161;9.70803109913;18.5345859469;27.1780970553;16.2299869876;11.9156226861;12.5792691931;10.4170047468;16.9395821477;21.2657558396;10.1939543552;15.3927439711;18.0972855313;10.6252433764;17.9757513417;23.4573445895;YVELINES;"{""type"": ""Polygon"", ""coordinates"": [[[2.0247945771, 48.811853212], [2.0253112676, 48.8121875147], [2.02635765, 48.8130361038], [2.0268763705, 48.8141385235], [2.0282901682, 48.8169067512], [2.0304825682, 48.8201480679], [2.0316802683, 48.8218828554], [2.032793738, 48.8234631463], [2.03471444, 48.826032102], [2.0347814204, 48.8261666551], [2.0349854327, 48.8262573434], [2.0460858361, 48.8250719385], [2.0468361016, 48.8249385122], [2.0498189995, 48.8269688362], [2.0526583327, 48.8303902256], [2.0526831569, 48.8307483861], [2.0538324143, 48.8305524191], [2.0570821152, 48.8299161215], [2.0583368219, 48.8296121145], [2.0593923741, 48.8293973682], [2.0599570689, 48.8293577373], [2.0651469846, 48.826869287], [2.0697421335, 48.8236384685], [2.0706835999, 48.8230135036], [2.0704093632, 48.8226570044], [2.0677692269, 48.8200893163], [2.0651056755, 48.8194497238], [2.061220647, 48.8178174262], [2.0576621887, 48.813727663], [2.0496175634, 48.8044673719], [2.04845301, 48.8032186946], [2.0475661745, 48.8037647803], [2.0467478628, 48.8039876115], [2.0361862112, 48.8070626111], [2.0260866702, 48.8112845149], [2.0247945771, 48.811853212]]]}";48.8175719862, 2.04686836383
78382;Maurecourt;18.858432933;27.7648998108;15.991424595;13.0142100228;13.0156447914;16.3433252146;23.9329442049;15.31507601;12.3594644865;10.3135870986;20.7156369565;29.7470354659;16.6475351579;14.4509967253;13.3739703635;10.2066809263;18.3978098854;22.4758091712;10.0248577944;16.2586435458;18.4802576172;10.3469561351;20.0258034081;25.164288226;YVELINES;"{""type"": ""Polygon"", ""coordinates"": [[[2.0247240985, 48.9956115506], [2.0242425157, 48.9961489985], [2.0238936197, 48.997406942], [2.0237551584, 48.997720561], [2.0236178467, 48.9979001976], [2.0247730276, 48.9987567053], [2.0414339289, 49.0013153746], [2.0498584569, 49.0032006837], [2.0604049943, 49.0066721336], [2.0640179239, 49.0080285685], [2.0644261289, 49.0082089049], [2.065522762, 49.0075825718], [2.0669612703, 49.0066423475], [2.0685390768, 49.0054774726], [2.0693627389, 49.004670032], [2.0703923429, 49.0035044762], [2.0710795077, 49.0026069384], [2.071424552, 49.0021141153], [2.0714933793, 49.0019338961], [2.0716996694, 49.0017097771], [2.0717695224, 49.0013955755], [2.0719960284, 48.9972085531], [2.071877361, 48.9935233347], [2.0718783877, 48.9933893515], [2.0715375643, 48.9933435498], [2.0607057555, 48.9920047613], [2.0517994137, 48.991815105], [2.0482587927, 48.9929309485], [2.0450868519, 48.9953931347], [2.0368906052, 48.9958671922], [2.025611011, 48.9956133603], [2.0247240985, 48.9956115506]]]}";48.9987295594, 2.05394409167
78299;Hardricourt;15.7966345583;26.3338080275;15.8454484016;11.4505791739;11.9946992054;13.9640156281;22.4127672163;13.8412675167;11.9680907184;9.8055510947;16.9909934327;28.0211495245;17.252573742;10.5218619738;12.3259238261;9.6769027978;15.4317614928;19.2242687928;9.200492891;14.3889244504;15.0048062208;9.97143794756;16.1458594723;21.7373856319;YVELINES;"{""type"": ""Polygon"", ""coordinates"": [[[1.8880340443, 48.9984380433], [1.8876876898, 48.9989753079], [1.8872643466, 49.0006818351], [1.8872908106, 49.0054447124], [1.8822179221, 49.0098382442], [1.8728664782, 49.0129018821], [1.865398783, 49.0138612064], [1.8625275819, 49.0141191057], [1.8617087245, 49.0141158398], [1.8617754795, 49.0142513653], [1.869116546, 49.0182344181], [1.8777254796, 49.0196605262], [1.8784764509, 49.0197089109], [1.879843256, 49.0196686147], [1.881894199, 49.0195420514], [1.8820314894, 49.0194525032], [1.8847040968, 49.0185187347], [1.8855245523, 49.0183869666], [1.8995762456, 49.0141137432], [1.8997097334, 49.0140079529], [1.9000075379, 49.0135025906], [1.9017915929, 49.0108543642], [1.9026223593, 49.0096443374], [1.9024582666, 49.0055708872], [1.9007708877, 49.0023045268], [1.8900779408, 48.9989848499], [1.8883064149, 48.9984837329], [1.8880340443, 48.9984380433]]]}";49.0108767149, 1.88708246882
77458;Souppes-sur-Loing;13.3391097218;23.5911726366;15.0127843546;10.7737314616;11.7928062062;12.0052336281;21.6345411929;14.0617582735;10.5746151669;9.79045755444;14.1402599381;24.3320837721;15.6420444111;11.2182989079;12.1504173854;9.56332468655;13.0160803297;15.400671006;8.99935662152;11.714620605;14.066120557;9.95508762675;13.8406955104;16.0713298491;SEINE-ET-MARNE;"{""type"": ""Polygon"", ""coordinates"": [[[2.7364059973, 48.1663098377], [2.7358074156, 48.1671210344], [2.7355439807, 48.1678861885], [2.7350123984, 48.1687425212], [2.7338126702, 48.1700499534], [2.7317442411, 48.1720806518], [2.7292544973, 48.1728155147], [2.7197383557, 48.1755818273], [2.7145049073, 48.1768578183], [2.7102104348, 48.1778605431], [2.7089987254, 48.1777747801], [2.7083267742, 48.1776417494], [2.701119682, 48.1757314186], [2.6924968957, 48.1728352668], [2.6920924965, 48.1727460308], [2.6912963157, 48.1743222267], [2.690506373, 48.1766623733], [2.68998465, 48.1791372876], [2.690070281, 48.1819692163], [2.6899441954, 48.1830486564], [2.6897451057, 48.1834989377], [2.6900147691, 48.1836328177], [2.6910972689, 48.1846632357], [2.7033281327, 48.1913990488], [2.7165043442, 48.1976130459], [2.7173471111, 48.1980694641], [2.7213345039, 48.2007090474], [2.7218083724, 48.2012023532], [2.7223840408, 48.2023032583], [2.7231457799, 48.204631016], [2.7333021186, 48.2096230359], [2.7343173976, 48.2101067115], [2.7410476202, 48.2105337594], [2.7524944024, 48.2113941997], [2.766284959, 48.2126513966], [2.7675518669, 48.2107994328], [2.7700092369, 48.2069693382], [2.7707018575, 48.2071137514], [2.7750458804, 48.2061413314], [2.7783651795, 48.2052181211], [2.7858647435, 48.2010830092], [2.788038199, 48.1998101211], [2.7910498812, 48.1978980234], [2.7937630514, 48.192762249], [2.7893548906, 48.1889231183], [2.786307111, 48.1819108693], [2.7862500089, 48.1750767227], [2.7854080678, 48.1713814693], [2.7850295727, 48.1701804301], [2.7826009222, 48.1690215212], [2.7811099026, 48.1675430697], [2.7809734452, 48.1673637534], [2.7801683123, 48.1675467188], [2.7794298353, 48.1675498402], [2.7791596551, 48.1675052441], [2.7784857188, 48.167193545], [2.7770654139, 48.1662091721], [2.7763203938, 48.1655382993], [2.7686108994, 48.1636113258], [2.7588944816, 48.1630393889], [2.7462653547, 48.1638029556], [2.7366738981, 48.1662636452], [2.7364059973, 48.1663098377]]]}";48.1872581568, 2.74773825885
77455;Soignolles-en-Brie;16.4327793695;27.4833879388;16.1010745183;12.2825272337;12.7333894924;14.3199534569;23.5245783905;14.2894866308;11.9581084677;11.1716531673;17.9666794072;29.4042014349;17.5440126961;13.0876588926;13.0544049471;10.4612288608;16.3247310028;19.3059973716;10.4286593605;14.7024347608;15.3477717458;10.4911412302;17.4758116278;22.0458953224;SEINE-ET-MARNE;"{""type"": ""Polygon"", ""coordinates"": [[[2.6904295561, 48.6624813705], [2.6905653431, 48.6624808236], [2.6960332625, 48.6634312502], [2.7021970502, 48.6647825333], [2.70640594, 48.6651293783], [2.7066064669, 48.6647242078], [2.7069469386, 48.6601835759], [2.7074343354, 48.6570356873], [2.7082287571, 48.6543274893], [2.7089618836, 48.6526175607], [2.7127077564, 48.6498418372], [2.7194593041, 48.6502249135], [2.7229032372, 48.6481911327], [2.7248591499, 48.6466791254], [2.7258668882, 48.6452827401], [2.7274232354, 48.6448725444], [2.7276947171, 48.6448713662], [2.7324826608, 48.6455757191], [2.7387723566, 48.6478464929], [2.7397973016, 48.6486519785], [2.7406095314, 48.648559303], [2.7416233077, 48.6480613899], [2.7429722957, 48.6470226991], [2.7441669746, 48.6444959039], [2.7438585626, 48.6420594172], [2.7420420681, 48.6385654608], [2.7397024261, 48.6368891083], [2.7376597761, 48.6366399647], [2.7371234864, 48.6361413606], [2.7388509124, 48.6350990436], [2.7387985149, 48.634992788], [2.7298732553, 48.6314720311], [2.7221615379, 48.6286055697], [2.720375638, 48.6281246537], [2.7203630328, 48.6276901635], [2.7141243656, 48.6273479346], [2.7089916536, 48.6301806373], [2.7058887654, 48.6324946324], [2.7042150195, 48.6354633374], [2.7029285128, 48.6356922072], [2.6981183826, 48.6364707756], [2.697914806, 48.636471159], [2.6949959246, 48.6359411132], [2.6948618719, 48.6361215693], [2.6829422385, 48.6405609498], [2.6825361324, 48.6406075418], [2.6805669889, 48.6403432237], [2.6807091712, 48.6412871766], [2.6814538868, 48.6458181238], [2.685113545, 48.6487350069], [2.6864110598, 48.6501335368], [2.6863459189, 48.6505831099], [2.6862791313, 48.6506279085], [2.6858052166, 48.6508767179], [2.6852639624, 48.6510353986], [2.6791640804, 48.651772904], [2.6786221299, 48.6518191166], [2.6788286944, 48.6524475161], [2.678225268, 48.653438023], [2.6766738659, 48.6547012009], [2.6766741117, 48.6548810988], [2.6781790129, 48.6567641966], [2.6820078726, 48.6612026269], [2.6904295561, 48.6624813705]]]}";48.6451718828, 2.70803554091
77430;Saint-Pathus;15.8995025199;24.1144692306;16.4496815792;12.4949658433;13.0730690582;14.587008272;22.0931816091;15.3048064534;11.972719623;11.4884199602;16.8457421213;25.3861981792;17.2665774736;13.7280213666;13.3030001104;9.98965231933;15.8944606577;18.0720727148;9.13162949138;14.5465386036;16.4453835569;10.5275668369;16.8532377723;19.3585993858;SEINE-ET-MARNE;"{""type"": ""Polygon"", ""coordinates"": [[[2.7608347542, 49.0630054404], [2.7609039201, 49.0631395517], [2.7696260379, 49.0676559336], [2.7758187879, 49.0706878766], [2.7802721121, 49.0716150263], [2.7870737839, 49.0752741883], [2.7870755985, 49.0754989766], [2.7857157273, 49.0763579357], [2.7838755856, 49.0771728576], [2.7821022128, 49.0777190295], [2.7793730462, 49.0783578339], [2.7741234983, 49.08036305], [2.769150629, 49.0828522997], [2.7683329827, 49.0832598327], [2.7692929288, 49.0834810675], [2.7705939327, 49.0836561909], [2.7726460802, 49.0836034441], [2.7787944152, 49.0827724268], [2.7802303442, 49.0827669683], [2.7868116062, 49.0827878113], [2.7888645226, 49.0828696591], [2.789003232, 49.0830937869], [2.7889394394, 49.0836331548], [2.7885364299, 49.0844434641], [2.7871133493, 49.0859766691], [2.7850759533, 49.0877362383], [2.7839893436, 49.0886388147], [2.7852220773, 49.0888136559], [2.791047632, 49.0900503321], [2.7917317965, 49.0901369362], [2.7916586642, 49.0895982322], [2.7911695084, 49.0883422007], [2.7916464626, 49.0882054615], [2.7983428052, 49.0873258432], [2.8052096447, 49.0887371085], [2.8054836129, 49.0886916965], [2.8066305305, 49.0869348509], [2.8020084265, 49.0842119526], [2.801528806, 49.0839890761], [2.7995334155, 49.08281959], [2.7980898582, 49.0819719884], [2.7981574578, 49.0818363326], [2.8021544587, 49.0775082431], [2.8044622097, 49.0756570965], [2.805279621, 49.0752043581], [2.807262032, 49.0742976236], [2.8075012948, 49.0714126611], [2.8069539173, 49.0666220371], [2.8066364866, 49.0647755759], [2.8033296087, 49.0650201726], [2.8034958857, 49.066279252], [2.8019279037, 49.0676604651], [2.7985866926, 49.0675308295], [2.7914326769, 49.065454183], [2.787249093, 49.0638976146], [2.782376836, 49.0618487155], [2.7812758368, 49.0610887309], [2.7799668574, 49.0600154495], [2.7797610152, 49.0598361408], [2.7794873641, 49.0598374372], [2.7722344301, 49.060762624], [2.7626122212, 49.0629990743], [2.7608347542, 49.0630054404]]]}";49.0737819914, 2.78832984946
77487;Vaux-le-Pénil;16.3353329529;25.59733314;16.2795789458;11.9600658749;12.2314419223;14.3997807267;22.3156370543;15.1037619168;11.7085175559;10.4476290844;17.6886596234;27.0714909437;17.1440372481;12.5286418361;12.530476804;10.2337015682;15.9521290996;19.0046561539;10.0469064464;14.3032287219;16.0620897712;10.3754607014;17.1158383268;20.9724169204;SEINE-ET-MARNE;"{""type"": ""Polygon"", ""coordinates"": [[[2.7091627523, 48.5082905253], [2.7087983546, 48.5088167937], [2.7050122019, 48.5096746616], [2.6972705505, 48.5101706583], [2.6955218992, 48.5117035913], [2.6929017074, 48.5140726647], [2.6894873391, 48.5172060521], [2.6884568888, 48.5174336497], [2.6851417622, 48.5174887846], [2.6793555122, 48.5168642952], [2.6760011423, 48.5164809702], [2.6745036026, 48.5162546802], [2.673886614, 48.5150916206], [2.6724125941, 48.5130580932], [2.671621413, 48.5129155737], [2.6700379903, 48.5130164401], [2.6703040253, 48.514204637], [2.670523533, 48.5167663741], [2.6705653762, 48.5226092977], [2.6705739983, 48.5246864579], [2.6704803546, 48.5255803824], [2.6701408529, 48.5268046699], [2.669587033, 48.5282937358], [2.6663691051, 48.5338225478], [2.6667819462, 48.5362120763], [2.6695973599, 48.5386937583], [2.6785393114, 48.5413423161], [2.6818505409, 48.5415095456], [2.6900578034, 48.5418901487], [2.6972702886, 48.5418925367], [2.7014768757, 48.5390020608], [2.7051800681, 48.5361803501], [2.7131580174, 48.5350232238], [2.7116652132, 48.5306081009], [2.7113497263, 48.5283763853], [2.7116839055, 48.5277007139], [2.7215505516, 48.5258711026], [2.724725675, 48.5252317003], [2.7288382652, 48.519015151], [2.7318191805, 48.5146805177], [2.7328181516, 48.512610119], [2.7313650769, 48.5102850049], [2.730015, 48.5087535417], [2.729063534, 48.5081720397], [2.7233021319, 48.5065278041], [2.7098388793, 48.5081896247], [2.7091627523, 48.5082905253]]]}";48.5243486755, 2.6978908069
77438;Saint-Thibault-des-Vignes;16.9666375233;26.9816009589;15.5953885074;11.8765254537;12.4135180756;14.7229473668;23.512849857;14.9465737515;11.5638443745;10.0023364486;18.6264346231;28.6605491313;16.1430850981;12.5424970719;13.0207017664;10.3230373329;16.2888479969;21.110921629;9.94754870593;14.8622164973;16.6446002603;10.6630696261;17.379339905;23.9341371106;SEINE-ET-MARNE;"{""type"": ""Polygon"", ""coordinates"": [[[2.6739594693, 48.876520147], [2.6740942131, 48.8763397521], [2.6784939966, 48.8719144335], [2.6793057837, 48.8711485951], [2.6810667067, 48.8696604337], [2.6814072466, 48.8697045079], [2.6822273739, 48.8700169525], [2.6836910898, 48.8707582693], [2.6847565376, 48.871312361], [2.6864408622, 48.8723330117], [2.6880234406, 48.873280528], [2.6896056543, 48.8738413166], [2.6919813205, 48.8746424461], [2.6941880791, 48.8749655614], [2.6962542654, 48.8694733102], [2.6966102726, 48.8675658606], [2.6964550213, 48.8666040949], [2.6962491302, 48.866379642], [2.6910982825, 48.8623869614], [2.6868626986, 48.8604451052], [2.6834462703, 48.8596725898], [2.6792238006, 48.858781805], [2.6765951935, 48.8575984101], [2.6762635816, 48.8539372439], [2.6787741074, 48.8523575897], [2.6814183137, 48.8507314718], [2.6820959, 48.8502350434], [2.6825025529, 48.8499195578], [2.6824995678, 48.8495148497], [2.6822929844, 48.8492013331], [2.6741148045, 48.8501686049], [2.6654699146, 48.8505521449], [2.6642437203, 48.8505100389], [2.6624703646, 48.8501561078], [2.6623340941, 48.8501557233], [2.6630372264, 48.8507935347], [2.6632712337, 48.8519075682], [2.6643089182, 48.8594279816], [2.6646812573, 48.865954521], [2.6622796815, 48.8739013396], [2.6620115936, 48.8746658999], [2.6627619528, 48.8747984167], [2.67184539, 48.8762113022], [2.6739594693, 48.876520147]]]}";48.8641878981, 2.67661656587
77464;Thorigny-sur-Marne;15.8073590677;25.4287422538;15.5278203737;11.824625896;12.1678591872;14.1919076878;22.3827328719;14.3874833861;11.8370104799;10.2174416529;16.9947627766;27.0437095018;16.3996471294;11.7995509605;12.6175948426;10.1988977354;15.4354592095;19.2020592349;10.1025710431;14.1480803629;16.0323251499;10.2695648211;16.3779473214;21.559323447;SEINE-ET-MARNE;"{""type"": ""Polygon"", ""coordinates"": [[[2.7277357541, 48.8832221713], [2.723221615, 48.8828323143], [2.7197447525, 48.8825292541], [2.7160607737, 48.8819567092], [2.7109117857, 48.881254619], [2.706582534, 48.8807728501], [2.7038423067, 48.8806914604], [2.7038509129, 48.8818156157], [2.7028577692, 48.8859616492], [2.7026569547, 48.8865016319], [2.7021117332, 48.8864580094], [2.6987677479, 48.8857940511], [2.6971983518, 48.8855292943], [2.6968587969, 48.8855302337], [2.695231649, 48.8867482566], [2.6945630061, 48.8886827507], [2.6930662555, 48.8989866695], [2.693004764, 48.8999307693], [2.6945041218, 48.8998815449], [2.699696156, 48.8995511462], [2.7020784718, 48.8991838895], [2.7032317245, 48.8983495111], [2.7042457309, 48.8972899537], [2.7062862653, 48.8965557556], [2.7086372594, 48.8976091759], [2.7113528836, 48.89982981], [2.7113537489, 48.8999197412], [2.7111495085, 48.9001000064], [2.7093880559, 48.9014087101], [2.7082349602, 48.9022206636], [2.7081035634, 48.903029704], [2.709403048, 48.9036102072], [2.7102920882, 48.9039217161], [2.7105646662, 48.9039664402], [2.7185525425, 48.9038056184], [2.7238613752, 48.9028449453], [2.724270611, 48.9028440895], [2.7244690761, 48.9019443579], [2.7252107215, 48.9009892175], [2.7263610876, 48.8998623423], [2.7290697397, 48.8975618167], [2.729469576, 48.896211982], [2.7300960809, 48.893492129], [2.7303898601, 48.89180571], [2.7298908465, 48.8888863613], [2.7277296135, 48.8838750523], [2.7277357541, 48.8832221713]]]}";48.8921468091, 2.7127949262
77513;Villenoy;13.8026894361;22.4831514315;15.1896524407;11.1867931122;11.0300550629;12.4653605903;20.639680428;13.7334757315;11.0812497669;8.49583364472;14.8568054369;23.429876053;16.2694875142;11.4444157825;11.669172826;9.57805232603;13.9757854995;15.6575370316;9.43220003827;12.6887616346;13.7768797036;9.7147760364;15.0253611204;16.8470637557;SEINE-ET-MARNE;"{""type"": ""Polygon"", ""coordinates"": [[[2.8259027086, 48.9449435122], [2.8282303231, 48.9457876687], [2.8406260703, 48.9499602124], [2.8470615474, 48.9515944296], [2.8477442441, 48.9515917016], [2.8499294602, 48.9518525398], [2.8514346, 48.9521601573], [2.8593781434, 48.9537883745], [2.862527998, 48.9548980948], [2.8627338311, 48.9550314183], [2.8630081731, 48.9550757949], [2.8668616284, 48.9555684234], [2.8696628056, 48.9558835375], [2.8732994802, 48.9540475884], [2.8764767758, 48.9512092962], [2.8771438006, 48.9497460112], [2.8770051734, 48.9494769947], [2.876486634, 48.948783143], [2.8754186476, 48.9477766803], [2.8745234945, 48.947016782], [2.8738332637, 48.9462112306], [2.8727279809, 48.9448674837], [2.8720366624, 48.9439719941], [2.8708652751, 48.9428988311], [2.8678064196, 48.9405763255], [2.8640472639, 48.9378518764], [2.8568154076, 48.9309092729], [2.8552268893, 48.9288939162], [2.8527271658, 48.9258045947], [2.8514169212, 48.9244172078], [2.8512124769, 48.9243279267], [2.8459790709, 48.9261477242], [2.8350400647, 48.9302922615], [2.8328008516, 48.9314249263], [2.8297516499, 48.9335500828], [2.8298209685, 48.933639208], [2.8298643755, 48.9383127124], [2.8278364641, 48.9402171368], [2.8275687814, 48.9406672784], [2.8273007926, 48.9412082433], [2.8260994259, 48.9440886102], [2.8259027086, 48.9449435122]]]}";48.941548119, 2.85072320651
77479;Vaires-sur-Marne;16.5019809411;26.0413677784;16.1623188051;11.9689212109;12.2190772046;14.9448339449;23.1497104743;15.2023498217;11.7274285675;10.0288775191;17.6380266847;27.7327081087;16.9554421049;12.3974017267;12.6287621682;10.4714045582;15.8385247124;20.498558795;10.0084186576;14.4839893366;17.9456978086;10.8353059136;16.7963238869;22.4719017841;SEINE-ET-MARNE;"{""type"": ""Polygon"", ""coordinates"": [[[2.6608499854, 48.8740402886], [2.6607799708, 48.873905193], [2.6602316136, 48.8733226801], [2.6594788273, 48.872731489], [2.658044631, 48.8721059729], [2.6490170961, 48.8661991922], [2.6439381562, 48.8619879447], [2.6384675416, 48.8583616431], [2.637443613, 48.8578252431], [2.6359420535, 48.8573791135], [2.6355334818, 48.8573356013], [2.6307655019, 48.8572121655], [2.6293357765, 48.8572158394], [2.6275653937, 48.8574001012], [2.6172090779, 48.8589979068], [2.6093977825, 48.8628352811], [2.6087183146, 48.8632863222], [2.6069520375, 48.8641537803], [2.6057964632, 48.8646500048], [2.6060026406, 48.8649645483], [2.6089285842, 48.8643284291], [2.6126064398, 48.8650346693], [2.6154695712, 48.8669882408], [2.6183251195, 48.8690757144], [2.6253419567, 48.8737716445], [2.6256843043, 48.8741306436], [2.6258207149, 48.8743100341], [2.6259581669, 48.8745343935], [2.6258943044, 48.8750737836], [2.6283685826, 48.8789323543], [2.6324755963, 48.8823821999], [2.6326808637, 48.8824718615], [2.6483016501, 48.8833308425], [2.6493243711, 48.8833275472], [2.6509581333, 48.8830985012], [2.6518418934, 48.8828717507], [2.6519106725, 48.8827820199], [2.6599673798, 48.8745369045], [2.6608499854, 48.8740402886]]]}";48.870041217, 2.63601854234
77420;Saint-Mard;15.5964416212;23.324497793;16.6879511124;12.5371241572;12.8699895982;14.4751987129;21.5436960347;15.7565453002;12.434455063;10.3462976905;16.4366707604;24.3500530377;17.376582421;12.8122256288;13.2686089108;9.87605930759;15.3477794694;18.5971007561;9.62398059044;14.3400956642;17.1656247768;10.0787853448;16.1429344884;19.4984815098;SEINE-ET-MARNE;"{""type"": ""Polygon"", ""coordinates"": [[[2.721334545, 49.034419475], [2.7187390179, 49.0346526056], [2.71764695, 49.0347903148], [2.7116550105, 49.0344074146], [2.7074392575, 49.0331158883], [2.6990108357, 49.0294012213], [2.6866146911, 49.0276520675], [2.68302427, 49.0240135246], [2.6802920817, 49.0242913234], [2.6786556288, 49.0247005815], [2.6770201565, 49.0253876689], [2.6758632708, 49.0260652363], [2.6751849405, 49.0267413901], [2.6699629086, 49.032776862], [2.6696915037, 49.0330917285], [2.6733822035, 49.0333508963], [2.6770067343, 49.0337005897], [2.6771443005, 49.0337899785], [2.6769544368, 49.0361713942], [2.6779051389, 49.0434114091], [2.6875267559, 49.0442361878], [2.6938725333, 49.0469428432], [2.7038023208, 49.0502541916], [2.7048303804, 49.0506109929], [2.7052407867, 49.0506093031], [2.707911459, 49.0512749136], [2.7101103435, 49.0519204442], [2.7135424228, 49.0529645123], [2.7147305591, 49.0535895595], [2.7149263829, 49.0530568213], [2.7173900504, 49.0490730523], [2.7192453859, 49.0477349479], [2.7192458722, 49.0476450324], [2.7182859225, 49.0473334716], [2.7168554742, 49.0450075574], [2.7185186408, 49.0417519738], [2.7222563967, 49.0389993153], [2.721334545, 49.034419475]]]}";49.0384037054, 2.69708899618
78118;Buchelay;15.0534413579;24.7091299301;15.5130325369;11.4284753848;12.183697798;13.5530015758;22.7324266518;14.3247661821;11.188481417;9.671253454;16.0439292059;25.666038314;16.2863653494;11.9116174579;12.5289997655;10.4152992965;14.917349462;17.9154778464;9.93964780092;13.4191803948;16.3260757031;10.804787709;15.9083989524;18.8437970984;YVELINES;"{""type"": ""Polygon"", ""coordinates"": [[[1.6862172278, 48.9784923374], [1.6831460444, 48.9784307797], [1.6811033088, 48.9780602891], [1.678858458, 48.9774186326], [1.6772946171, 48.9768617889], [1.6722047777, 48.974586856], [1.6692075504, 48.9730867945], [1.6664386312, 48.9707348061], [1.6659666477, 48.9702825774], [1.6656946214, 48.9702363821], [1.665355255, 48.9700995012], [1.6637919679, 48.969641409], [1.6627576979, 48.9704446974], [1.6621301199, 48.9714746549], [1.6546788345, 48.9816322253], [1.654332284, 48.9820348434], [1.6543313219, 48.9821247674], [1.6554229017, 48.9821307124], [1.6569020515, 48.9838470475], [1.6595873955, 48.9873305627], [1.6616002097, 48.9900384661], [1.6638003744, 48.994184653], [1.6640449488, 48.9948780658], [1.665072687, 48.9954641792], [1.6662353385, 48.9959600508], [1.6668472514, 48.9961880871], [1.6731426718, 48.9952164404], [1.6757886982, 48.9945702729], [1.6795984836, 48.9932479708], [1.6815220439, 48.992359898], [1.6877691303, 48.9903500255], [1.6906538053, 48.9894894024], [1.6964652602, 48.9888017417], [1.7020733787, 48.9891908007], [1.7025504858, 48.9892382299], [1.7024841559, 48.9891035121], [1.7007769668, 48.9879707626], [1.6952438172, 48.9846560159], [1.686565583, 48.9805484545], [1.6862766954, 48.9791665975], [1.6862172278, 48.9784923374]]]}";48.9842142562, 1.67368768342
91315;Itteville;16.643842801;25.369854103;16.5208764741;12.1834458349;12.9049244107;14.7813117332;22.235039121;15.2937452428;12.0002553606;10.8868638836;17.8919964606;26.8794848678;17.3155902276;12.6950040492;13.144709992;9.90289884927;16.4068178716;20.0917388152;9.32456013636;14.7282409454;17.1243798064;10.2296639393;17.6083192829;21.8367471809;ESSONNE;"{""type"": ""Polygon"", ""coordinates"": [[[2.3241448165, 48.5186587673], [2.3247530201, 48.5184337229], [2.3258357189, 48.5178497238], [2.3275951117, 48.5177148529], [2.3338878627, 48.5191986598], [2.33794698, 48.5208613261], [2.3402368421, 48.5229152677], [2.3415688975, 48.5248999875], [2.341860955, 48.5258012097], [2.3418132112, 48.5277710777], [2.3416018827, 48.5280982626], [2.3386911963, 48.5297166844], [2.3383540334, 48.5300314682], [2.3373382031, 48.5314246905], [2.3368649602, 48.5323234516], [2.3377445317, 48.5347509754], [2.33842144, 48.5354249446], [2.3398422465, 48.5367282621], [2.3416029152, 48.5379416845], [2.3424144655, 48.538256536], [2.3438364196, 48.5386161333], [2.3445806985, 48.5385707605], [2.3464075333, 48.5380761435], [2.3566569327, 48.5368528176], [2.3571016925, 48.5368165407], [2.3576562896, 48.53677096], [2.3587390005, 48.5361866698], [2.37172386, 48.5367804561], [2.3722389988, 48.5368614416], [2.3717200325, 48.5357432037], [2.3711926194, 48.5351053015], [2.368732418, 48.53231701], [2.3668476446, 48.5309135101], [2.3660930535, 48.5305901315], [2.3655304534, 48.5302956602], [2.3637691778, 48.5286615702], [2.3633367538, 48.527241484], [2.3627954845, 48.5250840364], [2.3636722171, 48.5190154984], [2.3640433529, 48.5176671735], [2.3650227981, 48.5150599454], [2.3663738215, 48.511499298], [2.3664409881, 48.5110948304], [2.3663735847, 48.5102857189], [2.3662373967, 48.5097911049], [2.3628694956, 48.5057239268], [2.3596987129, 48.4996344527], [2.3578303985, 48.495342163], [2.3551913218, 48.4916789844], [2.3541090936, 48.49064573], [2.3531613324, 48.4900162307], [2.35228303, 48.4897919354], [2.3522825918, 48.4903757922], [2.3508639724, 48.4960851771], [2.3504584092, 48.4970284658], [2.3499180927, 48.4977029274], [2.3434709022, 48.500620039], [2.3359590194, 48.4993584038], [2.3251633523, 48.4999057221], [2.316979193, 48.5006236367], [2.3099323752, 48.4994538874], [2.307294768, 48.4998127832], [2.307091887, 48.4999024625], [2.3085782141, 48.5020603266], [2.3090503361, 48.5040386471], [2.3175837044, 48.5125353878], [2.3240086366, 48.5186130123], [2.3241448165, 48.5186587673]]]}";48.5148662676, 2.34414220133
